Información relacionada a:,Estímulos, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LOS ESTÍMULOS","MONTO BRUTO DE LOS ESTÍMULOS","MONTO NETO DE LOS ESTÍMULOS","TIPO DE MONEDA DE LOS ESTÍMULOS","PERIODICIDAD DE LOS ESTÍMULOS"
52580235,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580296,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580297,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580298,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580299,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580330,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580331,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580332,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580333,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580334,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580335,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580336,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580337,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580338,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580339,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580340,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580341,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
52580485,"17/07/22","17/07/22","NO APLICA","0","0","PESO","ANUAL, VARIABLE"
