Información relacionada a:,Percepciones adicionales en dinero, Monto bruto y neto, tipo de moneda y su periodicidad 
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO BRUTO DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO NETO DE LAS PERCEPCIONES ADICIONALES EN DINERO","TIPO DE MONEDA DE LAS PERCEPCIONES ADICIONALES EN DINERO","PERIODICIDAD DE LAS PERCEPCIONES ADICIONALES EN DINERO"
52579935,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579992,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579993,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579994,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579995,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580052,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580053,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580054,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580055,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580112,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580113,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580114,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580115,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580172,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580173,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580174,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580175,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580232,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580233,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580234,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580235,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580296,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580297,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580298,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580299,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580330,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580331,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580332,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580333,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580334,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580335,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580336,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580337,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580338,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580339,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580340,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580341,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580485,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580486,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580487,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580488,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580489,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580490,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580491,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580492,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580493,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580494,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580495,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580498,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580499,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580500,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580501,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580506,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580507,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580508,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580509,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579876,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579877,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579878,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579879,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579936,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579937,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579938,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579939,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579996,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579997,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579998,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579999,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580056,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580057,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580058,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580059,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580116,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580117,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580118,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580119,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580176,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580177,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580178,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580179,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580236,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580237,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580238,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580239,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
